[66, 0, 48, 19, 54, 64]
[52, 53, 67, 1, 83, 75]
[45, 40, 23, 18, 77, 73]
[69, 73, 49, 12, 60, 79]
[12, 78, 21, 59, 71, 45]
[93, 58, 66, 10, 85, 54]
[72, 34, 32, 57, 54, 60]
[35, 5, 71, 1, 3, 51]
[84, 87, 16, 72, 69, 9]
[52, 48, 71, 48, 22, 73]
[12, 21, 90, 69, 8, 48]
[43, 26, 12, 1, 73, 38]
[81, 84, 36, 89, 0, 98]
[33, 38, 58, 73, 96, 44]
[96, 53, 12, 48, 57, 65]
[85, 78, 6, 64, 15, 92]
[92, 17, 74, 68, 34, 46]
[86, 83, 84, 61, 9, 94]
[69, 54, 39, 54, 39, 5]
[84, 82, 16, 95, 24, 45]
[92, 36, 80, 71, 5, 32]
[12, 15, 24, 56, 58, 37]
[73, 31, 63, 26, 8, 44]
[56, 84, 54, 82, 10, 40]
[87, 16, 64, 5, 3, 39]
[6, 81, 28, 66, 28, 84]
[1, 44, 37, 53, 39, 49]
[11, 11, 67, 16, 58, 88]
[64, 38, 19, 86, 58, 71]
[4, 97, 87, 54, 26, 69]
[78, 65, 42, 22, 38, 90]
[71, 75, 8, 22, 57, 28]
[18, 19, 26, 1, 76, 30]
[24, 51, 75, 72, 45, 69]
[1, 21, 44, 13, 30, 71]
[10, 76, 77, 32, 22, 84]
[35, 99, 52, 10, 15, 99]
[37, 56, 33, 78, 33, 80]
[9, 62, 13, 2, 70, 37]
[0, 91, 78, 3, 99, 6]
[91, 64, 48, 34, 15, 18]
[20, 48, 87, 34, 2, 43]
[63, 57, 75, 90, 21, 6]
[5, 11, 64, 67, 59, 34]
[93, 2, 97, 7, 32, 98]
[18, 96, 24, 93, 74, 95]
[84, 40, 70, 29, 53, 40]
[15, 63, 89, 28, 63, 12]
[33, 13, 98, 79, 98, 36]
[51, 14, 24, 22, 70, 9]
[45, 11, 81, 79, 75, 33]
[37, 94, 6, 59, 53, 74]
[76, 99, 32, 10, 1, 88]
[83, 84, 9, 0, 12, 81]
[69, 42, 14, 40, 68, 22]
[13, 72, 27, 5, 11, 30]
[47, 73, 3, 49, 48, 37]
[28, 92, 94, 28, 24, 67]
[15, 8, 9, 38, 28, 47]
[24, 14, 27, 53, 44, 65]
[30, 79, 26, 76, 22, 92]
[41, 62, 59, 88, 3, 83]
[10, 25, 56, 7, 14, 8]
[46, 28, 22, 95, 6, 43]
[9, 98, 86, 63, 23, 35]
[12, 47, 25, 28, 12, 6]
[9, 87, 25, 39, 88, 27]
[93, 82, 70, 23, 89, 80]
[73, 97, 27, 0, 74, 1]
[95, 18, 90, 80, 4, 37]
[38, 36, 75, 82, 44, 95]
[62, 3, 43, 8, 52, 65]
[25, 21, 9, 35, 62, 92]
[86, 24, 19, 77, 77, 18]
[95, 14, 36, 20, 96, 35]
[75, 95, 39, 47, 48, 54]
[51, 55, 35, 45, 96, 41]
[94, 23, 44, 24, 67, 63]
[12, 93, 43, 34, 24, 92]
[95, 92, 76, 85, 59, 13]
[47, 85, 52, 40, 99, 23]
[53, 35, 88, 81, 18, 56]
[11, 32, 37, 76, 98, 65]
[49, 64, 9, 70, 49, 98]
[32, 79, 82, 28, 70, 70]
[6, 70, 60, 17, 74, 17]
[9, 39, 61, 61, 31, 42]
[7, 55, 89, 15, 85, 75]
[35, 42, 78, 96, 70, 66]
[80, 55, 44, 6, 14, 18]
[81, 26, 7, 97, 68, 10]
[71, 67, 30, 45, 52, 3]
[2, 18, 43, 21, 87, 49]
[79, 34, 98, 25, 35, 62]
[55, 62, 0, 44, 84, 58]
[33, 16, 67, 88, 62, 52]
[0, 89, 62, 13, 80, 16]
[46, 36, 85, 32, 74, 70]
[75, 14, 62, 89, 2, 80]
[23, 24, 11, 48, 30, 51]
[42, 73, 61, 9, 0, 54]
[76, 85, 67, 35, 91, 56]
[18, 14, 9, 11, 88, 78]
[82, 25, 24, 36, 80, 28]
[40, 46, 4, 70, 16, 85]
[48, 13, 24, 24, 44, 27]
[4, 33, 27, 57, 65, 43]
[30, 20, 23, 74, 89, 87]
[10, 56, 55, 57, 26, 68]
[99, 80, 2, 19, 94, 52]
[78, 70, 42, 63, 74, 66]
[38, 71, 57, 79, 25, 31]
[48, 50, 26, 80, 25, 57]
[74, 92, 87, 63, 55, 10]
[83, 85, 88, 89, 59, 28]
[72, 78, 96, 34, 32, 10]
[7, 36, 93, 7, 52, 55]
[81, 76, 95, 37, 64, 55]
[81, 41, 97, 17, 91, 24]
[29, 12, 29, 21, 29, 75]
[30, 82, 30, 19, 86, 0]
[85, 88, 60, 34, 58, 38]
[9, 20, 80, 44, 10, 40]
[90, 32, 33, 93, 83, 76]
[42, 11, 4, 28, 26, 35]
[98, 23, 16, 13, 75, 17]
[49, 90, 32, 2, 45, 67]
[90, 10, 69, 56, 90, 29]
[3, 1, 54, 92, 89, 89]
[61, 66, 74, 20, 47, 79]
[7, 37, 34, 88, 62, 35]
[87, 21, 8, 76, 4, 86]
[22, 22, 30, 81, 41, 88]
[50, 12, 94, 13, 91, 73]
[42, 77, 38, 31, 70, 82]
[45, 39, 4, 7, 51, 44]
[91, 96, 98, 31, 90, 33]
[59, 59, 47, 78, 66, 55]
[95, 97, 82, 76, 91, 81]
[93, 51, 28, 61, 10, 62]
[88, 18, 25, 3, 74, 49]
[10, 85, 50, 26, 61, 61]
[64, 49, 70, 16, 74, 15]
[37, 98, 64, 83, 19, 97]
[72, 82, 3, 0, 19, 0]
[38, 37, 13, 66, 2, 96]
[1, 9, 32, 58, 10, 92]
[60, 5, 58, 26, 98, 23]
[37, 63, 61, 49, 3, 33]
[62, 96, 86, 55, 31, 56]
[91, 17, 11, 72, 66, 16]
[10, 16, 20, 38, 83, 1]
[96, 96, 97, 62, 46, 96]
[39, 43, 13, 40, 17, 88]
[54, 54, 1, 33, 26, 93]
[91, 76, 61, 94, 66, 23]
[75, 23, 92, 30, 54, 36]
[53, 6, 92, 78, 89, 80]
[18, 86, 58, 85, 33, 4]
[47, 93, 8, 84, 99, 78]
[90, 44, 56, 38, 4, 91]
[98, 91, 53, 29, 99, 23]
[96, 14, 36, 7, 53, 86]
[73, 76, 47, 72, 70, 16]
[8, 0, 10, 42, 60, 89]
[51, 1, 9, 95, 39, 93]
[0, 76, 76, 29, 4, 33]
[90, 83, 49, 44, 73, 6]
[90, 28, 91, 67, 75, 63]
[43, 89, 64, 48, 67, 65]
[18, 56, 52, 72, 58, 11]
[21, 15, 16, 85, 22, 35]
[14, 9, 80, 58, 16, 63]
[10, 34, 32, 33, 96, 85]
[94, 21, 57, 38, 96, 33]
[24, 23, 47, 10, 47, 12]
[69, 15, 81, 75, 89, 30]
[97, 1, 71, 24, 5, 78]
[97, 48, 12, 21, 79, 40]
[87, 23, 28, 19, 96, 75]
[50, 2, 54, 57, 16, 12]
[57, 44, 62, 89, 56, 45]
[39, 35, 48, 83, 60, 61]
[52, 37, 44, 43, 51, 4]
[12, 92, 45, 46, 14, 68]
[33, 45, 51, 88, 97, 72]
[2, 61, 70, 80, 11, 25]
[5, 34, 67, 29, 52, 37]
[25, 37, 49, 25, 94, 45]
[60, 89, 99, 50, 93, 85]
[56, 92, 9, 85, 1, 21]
[90, 3, 56, 21, 66, 98]
[55, 1, 2, 79, 4, 71]
[18, 51, 34, 33, 36, 69]
[38, 88, 24, 15, 74, 96]
[40, 77, 98, 8, 3, 91]
[74, 83, 16, 53, 85, 8]
[77, 67, 28, 69, 48, 3]
[60, 63, 99, 32, 27, 32]
[97, 91, 72, 29, 9, 36]
[86, 19, 24, 64, 41, 38]
[6, 3, 84, 83, 71, 26]
[54, 68, 44, 19, 88, 25]
[31, 54, 59, 36, 41, 53]
[99, 59, 46, 70, 81, 47]
[44, 16, 68, 78, 92, 85]
[54, 38, 20, 55, 36, 96]
[1, 0, 56, 75, 54, 12]
[89, 95, 36, 66, 8, 47]
[55, 93, 33, 34, 85, 41]
[21, 76, 70, 13, 53, 50]
[55, 31, 43, 50, 21, 30]
[5, 69, 32, 55, 65, 88]
[25, 2, 71, 64, 31, 47]
[17, 98, 30, 78, 85, 96]
[89, 10, 84, 68, 0, 82]
[95, 89, 2, 1, 48, 8]
[16, 23, 90, 9, 30, 12]
[83, 30, 44, 32, 87, 61]
[49, 66, 25, 6, 52, 16]
[88, 53, 25, 70, 38, 38]
[90, 57, 11, 47, 67, 41]
[92, 44, 45, 11, 23, 64]
[7, 49, 16, 91, 23, 74]
[30, 96, 37, 21, 12, 42]
[23, 97, 23, 74, 47, 4]
[48, 28, 7, 97, 57, 47]
[85, 31, 26, 13, 96, 35]
[78, 74, 16, 16, 22, 26]
[53, 17, 27, 58, 98, 43]
[11, 77, 18, 27, 35, 35]
[86, 49, 10, 99, 68, 37]
[90, 13, 53, 83, 69, 68]
[7, 83, 33, 9, 91, 43]
[30, 61, 61, 85, 61, 7]
[16, 30, 17, 31, 87, 16]
[31, 71, 76, 53, 24, 40]
[56, 62, 89, 30, 38, 58]
[93, 42, 42, 81, 70, 96]
[9, 98, 37, 27, 58, 50]
[90, 5, 75, 19, 44, 99]
[87, 14, 66, 30, 61, 3]
[96, 56, 63, 96, 37, 67]
[28, 5, 29, 18, 0, 38]
[76, 81, 24, 14, 98, 1]
[55, 67, 53, 93, 2, 12]
[51, 98, 89, 34, 13, 1]
[21, 2, 83, 23, 34, 80]
[55, 2, 49, 25, 46, 72]
[81, 11, 52, 56, 23, 26]
[25, 33, 31, 44, 22, 37]
[99, 91, 8, 7, 79, 46]
[76, 97, 90, 9, 12, 41]
[63, 60, 82, 28, 66, 99]
[0, 22, 87, 97, 87, 33]
[91, 93, 71, 85, 2, 55]
[12, 28, 90, 20, 90, 75]
[76, 76, 8, 45, 35, 98]
[39, 10, 45, 55, 36, 66]
[10, 71, 64, 80, 54, 69]
[73, 76, 20, 93, 11, 41]
[10, 23, 39, 0, 95, 75]
[41, 2, 56, 42, 83, 53]
[83, 61, 2, 21, 67, 20]
[63, 5, 5, 37, 64, 3]
[64, 89, 90, 56, 56, 49]
[57, 11, 50, 68, 92, 60]
[58, 97, 18, 67, 98, 42]
[80, 59, 95, 17, 63, 73]
[61, 28, 90, 62, 34, 19]
[54, 13, 25, 14, 25, 34]
[40, 22, 10, 62, 60, 52]
[41, 51, 46, 40, 35, 95]
[2, 57, 47, 50, 62, 48]
[27, 18, 76, 66, 91, 47]
[50, 12, 74, 60, 75, 68]
[33, 46, 69, 62, 17, 60]
[69, 99, 32, 55, 44, 12]
[98, 57, 60, 84, 60, 46]
[67, 74, 90, 14, 38, 33]
[56, 20, 94, 83, 76, 17]
[25, 22, 0, 55, 32, 2]
[45, 16, 24, 51, 43, 29]
[81, 76, 83, 5, 54, 18]
[72, 54, 52, 82, 14, 47]
[42, 96, 34, 41, 38, 80]
[54, 63, 34, 15, 22, 64]
[11, 42, 86, 50, 3, 88]
[27, 87, 87, 27, 26, 9]
[8, 67, 60, 9, 64, 47]
[40, 86, 92, 16, 48, 75]
[14, 77, 24, 20, 45, 46]
[72, 18, 19, 10, 81, 91]
[7, 55, 6, 41, 29, 79]
[34, 86, 39, 4, 84, 36]
[95, 33, 2, 98, 84, 9]
[1, 62, 73, 51, 46, 16]
[67, 35, 67, 55, 56, 85]
[9, 95, 41, 49, 18, 5]
[2, 27, 11, 24, 81, 29]
[51, 33, 47, 35, 47, 17]
[49, 59, 36, 28, 63, 50]
[5, 14, 36, 93, 8, 88]
[25, 88, 25, 11, 49, 8]
[10, 70, 67, 27, 82, 72]
[42, 66, 98, 64, 29, 92]
[8, 10, 89, 76, 21, 20]
[12, 21, 39, 95, 17, 64]
[49, 75, 20, 35, 51, 76]
[32, 3, 56, 98, 25, 2]
[5, 14, 72, 63, 93, 56]
[29, 31, 20, 43, 71, 5]
[16, 62, 29, 99, 94, 17]
[56, 78, 70, 72, 68, 52]
[80, 44, 74, 60, 17, 4]
[12, 67, 97, 64, 29, 99]
[84, 80, 94, 15, 13, 10]
[45, 10, 91, 62, 79, 47]
[92, 39, 49, 51, 90, 69]
[5, 70, 58, 42, 97, 58]
[17, 6, 87, 7, 85, 61]
[13, 17, 32, 23, 99, 62]
[73, 37, 92, 1, 73, 5]
[4, 32, 23, 11, 73, 53]
[80, 67, 69, 89, 77, 97]
[4, 43, 1, 4, 92, 12]
[5, 69, 70, 29, 66, 29]
[36, 48, 18, 1, 61, 28]
[40, 77, 69, 3, 6, 45]
[9, 29, 76, 53, 15, 33]
[33, 99, 71, 60, 91, 3]
[68, 6, 55, 5, 3, 53]
[86, 90, 96, 89, 1, 33]
[91, 23, 45, 65, 91, 58]
[37, 21, 6, 48, 18, 89]
[15, 50, 69, 94, 63, 46]
[42, 20, 66, 22, 74, 47]
[14, 99, 17, 60, 65, 67]
[99, 49, 50, 87, 43, 70]
[61, 93, 80, 34, 86, 45]
[97, 13, 72, 52, 46, 6]
[8, 7, 23, 17, 48, 37]
[47, 35, 73, 48, 73, 53]
[66, 26, 96, 45, 84, 16]
[55, 68, 51, 8, 77, 74]
[59, 88, 83, 15, 47, 27]
[70, 14, 92, 4, 17, 39]
[79, 91, 78, 8, 5, 29]
[13, 45, 5, 27, 22, 8]
[74, 11, 22, 18, 22, 38]
[18, 1, 50, 66, 39, 60]
[28, 21, 23, 22, 62, 76]
[97, 89, 94, 11, 53, 51]
[49, 29, 41, 88, 83, 36]
[12, 52, 30, 46, 55, 2]
[20, 38, 22, 27, 34, 19]
[29, 45, 46, 71, 81, 11]
[90, 68, 77, 77, 10, 50]
[5, 49, 42, 3, 87, 97]
[24, 32, 4, 31, 32, 96]
[17, 68, 47, 41, 64, 9]
[89, 20, 0, 43, 40, 10]
[51, 52, 46, 25, 49, 28]
[90, 67, 35, 29, 54, 86]
[88, 97, 94, 91, 63, 67]
[52, 70, 57, 3, 61, 84]
[25, 35, 58, 53, 22, 59]
[68, 31, 59, 89, 20, 10]
[9, 44, 44, 4, 3, 8]
[4, 53, 21, 65, 62, 53]
[90, 95, 27, 86, 46, 1]
[71, 37, 39, 31, 22, 79]
[99, 53, 89, 19, 45, 60]
[48, 62, 52, 96, 9, 90]
[82, 20, 11, 60, 38, 13]
[17, 69, 40, 90, 70, 68]
[23, 8, 78, 58, 79, 93]
[60, 9, 73, 14, 46, 90]
[14, 79, 84, 85, 12, 26]
[67, 6, 6, 12, 34, 4]
[95, 33, 55, 29, 24, 93]
[5, 71, 79, 0, 49, 8]
[12, 17, 65, 15, 77, 7]
[43, 34, 14, 21, 18, 59]
[19, 95, 26, 51, 20, 5]
[57, 71, 42, 12, 66, 71]
[4, 14, 91, 37, 64, 33]
[45, 29, 34, 18, 58, 48]
[79, 47, 96, 81, 4, 0]
[79, 39, 95, 90, 5, 65]
[8, 6, 25, 48, 20, 74]
[95, 8, 2, 64, 40, 36]
[97, 27, 7, 48, 26, 68]
[3, 1, 79, 83, 30, 34]
[52, 45, 78, 84, 82, 40]
[37, 91, 22, 71, 78, 80]
[71, 72, 94, 83, 72, 76]
[5, 83, 74, 71, 68, 61]
[74, 12, 83, 90, 96, 35]
[17, 94, 68, 60, 68, 42]
[58, 73, 5, 39, 14, 63]
[81, 34, 22, 31, 88, 61]
[13, 54, 38, 42, 2, 93]
[62, 10, 2, 29, 21, 66]
[26, 59, 68, 17, 32, 35]
[31, 90, 21, 19, 89, 90]
[57, 78, 38, 28, 94, 52]
[31, 23, 79, 97, 16, 16]
[55, 78, 41, 71, 17, 32]
[16, 45, 40, 70, 3, 62]
[70, 22, 70, 66, 36, 49]
[88, 45, 99, 97, 2, 62]
[60, 42, 89, 97, 86, 95]
[90, 84, 49, 57, 41, 77]
[41, 18, 56, 38, 31, 95]
[88, 50, 96, 96, 51, 19]
[54, 46, 34, 69, 59, 62]
[98, 82, 13, 59, 76, 8]
[24, 0, 49, 60, 36, 8]
[66, 50, 59, 61, 34, 59]
[14, 90, 74, 89, 27, 95]
[60, 46, 58, 86, 0, 88]
[51, 98, 87, 42, 74, 47]
[58, 9, 7, 65, 37, 15]
[35, 9, 1, 70, 29, 70]
[98, 36, 5, 12, 61, 44]
[72, 52, 62, 19, 62, 72]
[30, 60, 34, 35, 40, 22]
[54, 32, 75, 96, 74, 97]
[42, 90, 66, 57, 0, 38]
[17, 65, 45, 89, 40, 74]
[31, 88, 35, 69, 86, 65]
[30, 84, 94, 36, 12, 52]
[38, 80, 6, 69, 97, 33]
[98, 67, 7, 93, 90, 7]
[49, 2, 19, 84, 4, 35]
[77, 85, 23, 7, 59, 20]
[67, 16, 13, 29, 58, 4]
[70, 3, 80, 88, 12, 75]
[97, 55, 84, 64, 73, 28]
[60, 85, 22, 89, 57, 46]
[10, 8, 55, 3, 82, 80]
[7, 74, 37, 58, 42, 42]
[8, 23, 60, 87, 22, 77]
[21, 35, 19, 13, 98, 27]
[55, 53, 74, 41, 49, 37]
[79, 24, 46, 48, 27, 1]
[11, 72, 37, 62, 24, 21]
[79, 9, 26, 18, 22, 48]
[46, 83, 84, 92, 85, 21]
[13, 28, 45, 31, 81, 96]
[69, 11, 17, 91, 95, 88]
[36, 29, 98, 30, 97, 95]
[86, 45, 25, 13, 67, 62]
[2, 52, 95, 42, 98, 99]
[44, 65, 49, 85, 24, 82]
[83, 12, 62, 8, 92, 71]
[8, 71, 60, 44, 43, 90]
[90, 52, 79, 2, 46, 3]
[38, 89, 27, 62, 92, 18]
[94, 20, 3, 84, 11, 33]
[23, 2, 53, 61, 15, 18]
[13, 55, 87, 74, 25, 10]
[68, 91, 46, 42, 84, 32]
[95, 74, 49, 79, 83, 72]
[27, 34, 72, 13, 40, 75]
[35, 80, 99, 95, 44, 33]
[23, 30, 3, 64, 27, 48]
[60, 99, 21, 73, 7, 49]
[90, 64, 24, 58, 36, 85]
[31, 31, 39, 93, 76, 95]
[85, 3, 31, 9, 89, 67]
[58, 50, 49, 6, 5, 47]
[80, 82, 73, 49, 79, 82]
[93, 95, 99, 31, 31, 8]
[67, 29, 85, 33, 94, 0]
[7, 31, 17, 15, 95, 97]
[70, 46, 18, 20, 45, 23]
[95, 0, 27, 13, 3, 72]
[67, 41, 81, 42, 22, 33]
[44, 10, 95, 49, 93, 2]
[67, 78, 98, 13, 6, 41]
[88, 25, 70, 11, 85, 40]
[25, 38, 77, 40, 31, 63]
[77, 76, 89, 60, 96, 25]
[33, 22, 7, 24, 70, 22]
[69, 22, 87, 41, 54, 41]
[61, 44, 8, 88, 10, 96]
[37, 87, 34, 71, 54, 36]
[77, 96, 52, 57, 58, 31]
[8, 10, 97, 65, 26, 18]
[22, 39, 27, 44, 87, 80]
[10, 31, 69, 3, 37, 70]
[32, 49, 3, 43, 4, 65]
[49, 34, 64, 30, 39, 24]
[32, 53, 9, 21, 75, 65]
[95, 47, 13, 11, 8, 11]
[18, 43, 74, 70, 63, 45]
[52, 15, 41, 42, 98, 51]
[6, 13, 74, 25, 91, 35]
[41, 88, 3, 44, 34, 24]
[23, 79, 1, 6, 16, 73]
[95, 94, 32, 77, 79, 90]
[63, 59, 66, 7, 35, 49]
[95, 19, 68, 13, 21, 58]
[60, 75, 48, 47, 89, 40]
[21, 74, 46, 65, 21, 79]
[49, 52, 65, 87, 72, 71]
[7, 25, 40, 79, 58, 21]
[12, 2, 97, 87, 52, 37]
[58, 52, 74, 77, 5, 93]
[80, 2, 90, 61, 53, 17]
[67, 71, 29, 43, 25, 4]
[57, 43, 52, 9, 92, 90]
[19, 84, 30, 23, 19, 6]
[18, 37, 21, 44, 67, 49]
[96, 32, 95, 15, 79, 79]
[86, 45, 74, 27, 56, 86]
[52, 56, 39, 50, 20, 92]
[15, 56, 67, 20, 93, 34]
[14, 99, 48, 54, 6, 29]
[93, 29, 98, 39, 40, 77]
[37, 23, 92, 17, 65, 64]
[44, 8, 65, 5, 92, 15]
[79, 62, 31, 95, 57, 12]
[20, 71, 98, 55, 74, 92]
[57, 80, 43, 53, 37, 25]
[82, 17, 29, 63, 64, 47]
[86, 7, 18, 83, 69, 47]
[70, 71, 44, 93, 89, 72]
[94, 50, 46, 81, 59, 8]
[72, 20, 73, 3, 98, 77]
[18, 67, 72, 42, 28, 59]
[22, 23, 63, 51, 54, 18]
[19, 70, 71, 51, 92, 8]
[92, 61, 43, 99, 31, 0]
[67, 9, 31, 2, 29, 99]
[4, 61, 73, 45, 46, 13]
[51, 78, 5, 92, 3, 33]
[64, 98, 69, 56, 65, 86]
[77, 53, 50, 28, 91, 41]
[70, 12, 74, 69, 95, 6]
[15, 47, 24, 9, 60, 56]
[64, 30, 20, 4, 32, 47]
[14, 51, 59, 34, 75, 47]
[16, 38, 76, 10, 93, 2]
[17, 80, 55, 95, 8, 2]
[87, 27, 56, 3, 10, 22]
[76, 28, 71, 74, 45, 1]
[88, 98, 13, 76, 87, 58]
[32, 5, 74, 91, 59, 19]
[24, 15, 54, 19, 18, 27]
[96, 2, 72, 60, 67, 15]
[77, 69, 95, 61, 39, 68]
[78, 32, 83, 10, 54, 6]
[75, 86, 34, 98, 42, 88]
[71, 46, 33, 95, 68, 54]
[11, 5, 85, 90, 6, 63]
[71, 11, 27, 31, 65, 12]
[69, 67, 27, 54, 36, 65]
[90, 58, 11, 79, 28, 88]
[84, 76, 90, 82, 94, 51]
[80, 91, 45, 46, 55, 10]
[1, 27, 99, 84, 57, 61]
[74, 56, 93, 81, 79, 41]
[10, 2, 3, 34, 54, 21]
[0, 73, 14, 20, 14, 75]
[21, 21, 99, 27, 53, 62]
[69, 73, 67, 58, 17, 63]
[43, 42, 89, 25, 71, 4]
[26, 26, 31, 99, 74, 17]
[23, 66, 26, 43, 3, 16]
[76, 99, 7, 80, 30, 63]
[99, 30, 70, 84, 59, 71]
[73, 49, 82, 82, 19, 54]
[83, 4, 96, 70, 32, 99]
[57, 96, 50, 1, 3, 35]
[37, 52, 33, 62, 53, 0]
[71, 80, 81, 11, 20, 83]
[0, 72, 92, 63, 40, 24]
[97, 93, 12, 22, 78, 87]
[19, 76, 44, 19, 73, 44]
[84, 63, 77, 7, 52, 87]
[23, 25, 51, 11, 99, 7]
[51, 91, 97, 56, 60, 9]
[21, 19, 67, 78, 60, 41]
[90, 78, 24, 5, 74, 68]
[84, 66, 10, 12, 84, 41]
[17, 72, 23, 25, 27, 0]
[43, 99, 43, 40, 41, 74]
[60, 11, 83, 95, 2, 13]
[99, 20, 44, 35, 76, 62]
[22, 55, 74, 90, 56, 82]
[44, 87, 67, 15, 63, 34]
[57, 96, 77, 58, 59, 16]
[47, 36, 15, 29, 38, 52]
[56, 73, 29, 25, 71, 62]
[74, 2, 21, 16, 55, 49]
